Epoch,Learn rate,Avg Train loss,Train Accuracy,Train Perplexity,Avg Eval loss,Eval accuracy,Eval Perplexity
0,0.0,6.192114883549744,0.0005354926055089112,488.8789356913509,6.193047298474259,0.0005438892364376381,489.3349862884212
1,8.402724196698429e-05,4.092888668520287,0.08224284521879129,59.91270993583706,4.080932960081636,0.08164896891358193,59.20067596080635
2,0.00016805448393396858,3.9246645593345786,0.09067492304745434,50.63608980606363,3.9277378709128734,0.09061893050590258,50.79194966742459
3,0.0002520817259009529,3.7499081027730834,0.10005565447705699,42.51717461008339,3.7603860946183794,0.09888434870524353,42.965011336453934
4,0.00033610896786793716,3.5955201979734297,0.11617698670672776,36.434648289220455,3.6258987683928416,0.11590628803111194,37.558464355215754
5,0.00042013620983492146,3.379289060025602,0.15103260286756465,29.349897678784778,3.389959112981732,0.15242340457573367,29.664739342833105
6,0.0005041634518019057,3.255362985039947,0.18196043245138102,25.929024674082783,3.2676727959279264,0.18421980043810404,26.25017868147834
7,0.00058819069376889,3.0967364291391353,0.2003729032379674,22.12562477999507,3.088849632927541,0.20899436346600564,21.95181080495832
8,0.0006722179357358743,2.9906565002988628,0.22090702105832447,19.89874173429287,3.0246616454606645,0.21806597073426406,20.587037814925853
9,0.0006716936252282928,2.889035752805999,0.23747173273885572,17.975967965411872,2.920447338832898,0.23511036359861995,18.549583553083547
10,0.0006372245236610825,2.8226645959390178,0.25528556576265865,16.82161381166514,2.8511910170651555,0.2544757357139266,17.308384150174202
11,0.000607569744260685,2.7343544454435795,0.2705901541172095,15.399798816083672,2.7614359319879767,0.2700831111562386,15.822546744807585
12,0.0005817037430077656,2.6911171746600937,0.27712698565823124,14.748142972055314,2.713123217057646,0.2786416612314374,15.076288582318927
13,0.0005588828785760542,2.60028084003504,0.2938866464734821,13.467519722663,2.6267479698309737,0.2914322561092591,13.82872526680477
14,0.0005385530173895161,2.555940771301174,0.3019732994002265,12.883414304511353,2.5991721742608576,0.2977878608730402,13.452597018157737
15,0.0005202916448525727,2.5258204357044116,0.3087713286559448,12.501147445113942,2.5793079017253406,0.30310687908295836,13.1880076030933
16,0.0005037702189212195,2.4998700886407166,0.31473346782573297,12.180911419150863,2.544867984364542,0.3111296021536495,12.741545891752372
17,0.000488728899682993,2.445836920252461,0.32281974441296346,11.540203788650098,2.5010339544060525,0.3173534923724914,12.19509661817471
18,0.00047495911727870113,2.4193666457138536,0.32746237157040475,11.23873895677605,2.4530186519194186,0.3248902485611733,11.623380755467373
19,0.0004622912579037805,2.403405760776972,0.3311578775765742,11.060782685084487,2.4527013784044245,0.3249974682759703,11.61969354955629
20,0.00045058578181911903,2.3657610017395814,0.33700047764857444,10.652142032455577,2.406625972704941,0.331710909859518,11.096458159885563
21,0.00043972669734685017,2.3347042967524696,0.3434791831985085,10.326405926084782,2.392911514539397,0.33631919675998473,10.945315040648202
22,0.0004296166862105068,2.3298895906757666,0.3466064703191888,10.276806815107147,2.3652730791756276,0.3424772774235586,10.646945879766658
23,0.0004201734080710494,2.300720921425215,0.35133318723859014,9.981375649197831,2.3410558352309665,0.3459662178928932,10.392203226511976
24,0.00041132666132238775,2.2893128875883106,0.3533989451283477,9.868154819488877,2.3548850450622902,0.3438501073403305,10.536917521374711
25,0.00040301617513697563,2.2797101713763452,0.3551559427176097,9.773847258285894,2.330750938211934,0.3466232506076941,10.285662530713898
26,0.0003951898733301858,2.2567014079579693,0.35901883746383095,9.551530543228058,2.324446469210507,0.34924907965606516,10.221020869908832
27,0.00038780249533851036,2.236058937041031,0.36423975303614214,9.356384430211225,2.315516367387236,0.350997388028027,10.13015244880001
28,0.00038081449062460354,2.229602972088138,0.36577309008199804,9.296174505950809,2.3001014757692144,0.3536571515410134,9.975194644007077
29,0.00037419112466441324,2.21557560185137,0.3681674805971292,9.16668395361338,2.2787913110818754,0.3568625473574306,9.764870582902923
30,0.00036790175026995707,2.2033224314017503,0.3707749312608009,9.05504835443012,2.2849820852279663,0.3565470847520935,9.825510200665303
31,0.0003619192092857606,2.201706820614868,0.3717019601943835,9.040430732006772,2.267124506864655,0.3615129891406284,9.65160774202216
32,0.0003562193379590259,2.1943149866532385,0.3721759086339241,8.973851742663113,2.250989770621396,0.3635429666283425,9.497131167397233
33,0.0003507805554003785,2.1691904722281157,0.3785236707720092,8.751196835607535,2.2516439697715676,0.3636135867472445,9.503346215253865
34,0.00034558351912768436,2.162148237971903,0.3788077360998816,8.689785348307192,2.2461419721667686,0.3631971100073182,9.451202406237405
35,0.00034061083514142794,2.1592884611439063,0.3801390712077801,8.664970001616886,2.223229542207182,0.369159584969617,9.237114397228183
36,0.0003358468126141464,2.1423309575495253,0.38363310013144525,8.519272565410546,2.2413483255364923,0.36665989843647134,9.406005098181643
37,0.0003312772553009865,2.1297662501027825,0.3867425531334788,8.41290006705996,2.214737073759015,0.37067374419630245,9.15900065338627
38,0.00032688928334702235,2.1271778969655664,0.38735806099342457,8.391152667894248,2.21487966280305,0.37196982710549004,9.160306719646911
39,0.00032267118039135784,nan,0.3904362841975912,inf,2.2094191728013284,0.3714245618059394,9.110423274366305
40,0.00031861226183054126,2.102758520606154,0.39272232871045687,8.18872755910698,2.202268206671383,0.3744714430878671,9.04550732859655
41,0.0003147027608654939,2.1076251449307386,0.39098081271514573,8.228676148376387,2.1937947139311373,0.3744489450133249,8.969184106716343
42,0.0003109337295627224,2.0968251753745606,0.3930879780507633,8.140284867215795,2.1783135339115445,0.37801403644379605,8.831399836328421
43,0.000307296952646517,2.0988959448253293,0.3934426518339129,8.157158985614018,2.1876444361183083,0.37752840157305256,8.91419041928224
44,0.0003037848721303425,2.0808952333029986,0.3963380788071488,8.011637989960091,2.180259930953551,0.3790725693943795,8.848605986414375
45,0.0003003905212127461,2.0729615324004524,0.3990562847523085,7.948327525634335,2.1582721672701033,0.3832247123289644,8.656168318993192
46,0.0002971074661213015,2.064005785573297,0.4005159334804313,7.877462116594936,2.1556306863099,0.38299634717823416,8.633333387486068
47,0.0002939297547993447,2.062587563808148,0.4001319015596116,7.866298046801669,2.1606647097662592,0.3818353977096215,8.676903364397843
48,0.0002908518715038828,2.0552385353992486,0.400689635294143,7.808700301943546,2.1579681983154813,0.3811980047252741,8.653537512420254
49,0.0002878686965264112,2.048588743080964,0.40260950573516735,7.756946333941426,2.149620441908247,0.3835243211033639,8.581600563014462
50,0.00028497547036722073,2.041223385973433,0.4041064206255201,7.7000235398122,2.1525858212053106,0.3851219666807839,8.607086032025302
51,0.00028216776179272563,2.03861850760335,0.40493407244493956,7.679992016212298,2.1452568715877747,0.3849982793411512,8.544235726828493
52,0.0002794414392880271,2.037005433669457,0.40490290169408566,7.66761360760663,2.1418697499157338,0.38611612795444017,8.515344317807552
53,0.000276792645486293,2.031785604116079,0.4066606546266163,7.62769424825853,2.127879695945911,0.38753645004851095,8.397043637176827
54,0.00027421777421492524,2.0237361809815786,0.40712941405431147,7.56654215941935,2.125251507491208,0.3887739007392626,8.375003599408927
55,0.00027171344984781084,2.033540304634031,0.4064009841415342,7.641090316913852,2.1394824687014804,0.3865157513136274,8.495040041935955
56,0.00026927650869475807,2.016448746352087,0.4099315684327465,7.511601907947939,2.141864189940892,0.3869778544045566,8.515296972838993
57,0.0002669039821947584,nan,0.41244792473539243,inf,2.1252696607889754,0.3882091182671236,8.375155634723036
58,0.0002645930817100274,2.0032801655374795,0.4121519833989054,7.413333220822713,2.1099036623922625,0.3933066062712937,8.247446707067724
59,0.0002623411847436992,2.000487532288518,0.41337759461323587,7.392659380647268,2.1258702760332087,0.3903330544407448,8.380187391793815
60,0.00026014582242628634,1.9984290012450823,0.41397064273669665,7.377457014458426,2.1226861503686796,0.3891512731487831,8.353546258912282
61,0.0002580046681351396,1.994245327436007,0.4142258752780248,7.346656615106757,2.1007557651969826,0.3934734212548545,8.172343952348536
62,0.00025591552712763457,1.995376504136718,0.41482932218147167,7.354971683917305,2.1034502688418613,0.39387411515364484,8.194394056617549
63,0.00025387632708306906,1.994440265851804,0.41481380006627583,7.348088900307878,2.108635548795207,0.3943988543547941,8.236994636364663
64,0.00025188510946060977,1.989098866863211,0.4165743642686063,7.3089444617874735,2.0934361192617525,0.3969161135427068,8.11274368070063
65,0.0002499400215913636,1.9816494069823107,0.41675754954066446,7.254699073529048,2.095965881026193,0.3958155747210042,8.13329297091401
66,0.00024803930943199107,1.9793232302655797,0.4176341235761583,7.2378429741910555,2.1065193682574153,0.39433618274967325,8.219582099159565
67,0.0002461813109154385,1.9758748792561076,0.4180249184555918,7.2129273346894935,2.0843036871277882,0.3981113926078496,8.038991878861314
68,0.0002443644498414965,1.9742343755373093,0.4179829365250474,7.201104201172351,2.0952873591626626,0.3967251097888089,8.127776225638545
69,0.00024258723025614285,1.9599474182743541,0.4209451829693174,7.098953780102694,2.0875315733170243,0.39675337377558934,8.064982754950345
70,0.00024084823127411688,1.9665261405421395,0.4200932629514881,7.1458097827355385,2.096395741687732,0.3961742182126206,8.136789905154362
71,0.0002391461023040022,1.9615891170600843,0.42163026258504316,7.110617695601709,2.097798094320833,0.3937673947114623,8.148208558520833
72,0.00023747955863935057,1.9570119770054015,0.4221780832368966,7.078145773492419,2.0770044567879666,0.39991872665587436,7.980527059108173
73,0.0002358473773831415,1.948024202781011,0.42361181769946016,7.01481402938963,2.0895604913154346,0.39598947160699394,8.081362554634962
74,0.0002342483936761947,1.953368704433005,0.4223909723783481,7.052405077790034,2.0881061286069036,0.39690126729815195,8.069617864890946
75,0.00023268149720310626,1.9536281343309398,0.4225270899318608,7.054234919867169,2.0973456923881275,0.3946963421414407,8.144523126931915
76,0.00023114562895189025,1.9441686231728155,0.42329195166575934,6.987819927856384,2.0785302821170077,0.3978853051582079,7.992713244064628
77,0.0002296397782058407,1.9407781476538295,0.4256482301531611,6.964168013735005,2.085718677285012,0.3990868417064795,8.050375024864406
78,0.00022816297974819687,1.9295339138245136,0.4272435383092837,6.886299884311508,2.0697725221012417,0.4003886305884029,7.923020600762781
79,0.00022671431126204737,1.935027607761153,0.42634612668824545,6.924235215371508,2.079116140858511,0.39745539359832077,7.997397216926243
80,0.00022529289090955952,1.9359162671650274,0.4264497211718014,6.930391237008419,2.0678322395581876,0.4001906058761511,7.90766260644518
81,0.00022389787507609755,1.9277242645156607,0.42836091362265194,6.8738493654195425,2.061270121777995,0.4014849364757538,7.855941478720094
82,0.0002225284562661192,1.928522616562873,0.42884519535142024,6.879339308294629,2.065209253450458,0.4014935423149152,7.88694809609671
83,0.00022118386113892784,1.9177325022195828,0.4301132870191348,6.805509482991693,2.068555132726605,0.3999272109417433,7.913381068391041
84,0.00021986334867342509,1.9131581399148319,0.43121446963407395,6.774449710434378,2.082744753762577,0.3966780552703343,8.026469389597949
85,0.00021856620845196956,1.9257523331969295,0.42874510403482435,6.860307962322058,2.0823336062806375,0.3985224446553863,8.023170005232815
86,0.00021729175905431353,1.9242614894299894,0.4288269416458146,6.850087935082027,2.0659392375624583,0.40127890197078836,7.8927075447963
87,0.0002160393465533678,1.923365343633164,0.42867607677552905,6.843952007324688,2.0683101254902527,0.400645609986916,7.911442470260253
88,0.0002148083431052534,1.9104223870933676,0.4329238341280923,6.755941818577156,2.0626385118184465,0.40341428391049416,7.866698829245016
89,0.00021359814562673304,1.9138059866403592,0.43064126812246883,6.778839937440076,2.0708132419693337,0.39848586381151435,7.9312705379094215
90,0.00021240817455369415,1.9175431329346497,0.42978568111784493,6.804220850544846,2.0771385136615024,0.3998333215713501,7.9815969753280935
91,0.00021123787267487824,1.9125415812906752,0.43094626292121635,6.7702741524119245,2.0608954858244135,0.40171367800637575,7.852998911823026
92,0.0002100867040355247,1.8975442335660144,0.4341817102288506,6.669495591242216,2.0663413385326943,0.40033468738030853,7.895881848310343
93,0.00020895415290603039,1.907846101852068,0.43210340252537244,6.738558986560176,2.052963655986143,0.4040183565589819,7.790956640380809
94,0.00020783972281111576,1.9010544078513638,0.4337809553637078,6.692947819787428,2.0679115164145996,0.4012432670995091,7.90828952592796
95,0.00020674293561534802,1.9014830542205525,0.43420972373034505,6.695817342530866,2.0473499311490007,0.4059747501035755,7.747342885928499
96,0.00020566333066119387,1.8847887924951723,0.43755866249484976,6.584963501421176,2.068290449260326,0.39958207292503184,7.9112868044306195
97,0.00020460046395607355,1.8936581911515298,0.43540488750424056,6.643627942434619,2.058981711944837,0.40228499857227457,7.837984419383546
98,0.00020355390740515767,1.8944466500668913,0.4353971231628109,6.648868235722681,2.053101202075401,0.40352610490295326,7.792028329699922
99,0.000202523248086895,1.8903752525730093,0.436708434641733,6.621853082282161,2.0368867683946417,0.4071063837978277,7.66670378211412
100,0.00020150808756848782,1.8830537711756146,0.43742283435224744,6.573548354982503,2.042594844035888,0.4066515899776073,7.710591043964991
